<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>
NYMEX.PL,D,12/01/21,00:00:00,1082.6000000
NYMEX.PL,D,13/01/21,00:00:00,1104.0000000
NYMEX.PL,D,14/01/21,00:00:00,1126.6000000
NYMEX.PL,D,15/01/21,00:00:00,1078.7000000
NYMEX.PL,D,17/01/21,00:00:00,1072.3000000
NYMEX.PL,D,18/01/21,00:00:00,1097.7000000
NYMEX.PL,D,19/01/21,00:00:00,1095.5000000
NYMEX.PL,D,20/01/21,00:00:00,1115.0000000
NYMEX.PL,D,21/01/21,00:00:00,1136.7000000
NYMEX.PL,D,22/01/21,00:00:00,1109.1000000
NYMEX.PL,D,24/01/21,00:00:00,1111.9000000
NYMEX.PL,D,25/01/21,00:00:00,1105.9000000
NYMEX.PL,D,26/01/21,00:00:00,1107.2000000
NYMEX.PL,D,27/01/21,00:00:00,1066.1000000
NYMEX.PL,D,28/01/21,00:00:00,1083.8000000
NYMEX.PL,D,29/01/21,00:00:00,1079.8000000
NYMEX.PL,D,31/01/21,00:00:00,1098.1000000
NYMEX.PL,D,01/02/21,00:00:00,1131.4000000
NYMEX.PL,D,02/02/21,00:00:00,1102.1000000
NYMEX.PL,D,03/02/21,00:00:00,1112.5000000
NYMEX.PL,D,04/02/21,00:00:00,1108.0000000
NYMEX.PL,D,05/02/21,00:00:00,1137.8000000
NYMEX.PL,D,07/02/21,00:00:00,1144.9000000
NYMEX.PL,D,08/02/21,00:00:00,1172.8000000
NYMEX.PL,D,09/02/21,00:00:00,1190.8000000
NYMEX.PL,D,10/02/21,00:00:00,1248.2000000
NYMEX.PL,D,11/02/21,00:00:00,1243.0000000
NYMEX.PL,D,12/02/21,00:00:00,1264.5000000
NYMEX.PL,D,14/02/21,00:00:00,1271.9000000
NYMEX.PL,D,15/02/21,00:00:00,1318.9000000
NYMEX.PL,D,16/02/21,00:00:00,1266.4000000
NYMEX.PL,D,17/02/21,00:00:00,1282.5000000
NYMEX.PL,D,18/02/21,00:00:00,1273.9000000
NYMEX.PL,D,19/02/21,00:00:00,1282.2000000
NYMEX.PL,D,21/02/21,00:00:00,1297.6000000
NYMEX.PL,D,22/02/21,00:00:00,1284.0000000
NYMEX.PL,D,23/02/21,00:00:00,1261.2000000
NYMEX.PL,D,24/02/21,00:00:00,1271.4000000
NYMEX.PL,D,25/02/21,00:00:00,1226.6000000
NYMEX.PL,D,26/02/21,00:00:00,1192.8000000
NYMEX.PL,D,28/02/21,00:00:00,1206.0000000
NYMEX.PL,D,01/03/21,00:00:00,1196.2000000
NYMEX.PL,D,02/03/21,00:00:00,1207.5000000
